Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
123	Waveform 1	1	7.070647039	7.079222467	0.0	11331.1
123	Spectrogram 1	1	7.070647039	7.079222467	0.0	11331.1
124	Waveform 1	1	7.087797895	7.093514847	1228.7	9078.5
124	Spectrogram 1	1	7.087797895	7.093514847	1228.7	9078.5
125	Waveform 1	1	7.112571354	7.121623195	2320.8	10853.2
125	Spectrogram 1	1	7.112571354	7.121623195	2320.8	10853.2
126	Waveform 1	1	7.129722210	7.137344813	1979.5	8054.6
126	Spectrogram 1	1	7.129722210	7.137344813	1979.5	8054.6
127	Waveform 1	1	7.384602989	7.390319941	0.0	19385.7
127	Spectrogram 1	1	7.384602989	7.390319941	0.0	19385.7
128	Waveform 1	1	7.405588030	7.412257807	0.0	19863.5
128	Spectrogram 1	1	7.405588030	7.412257807	0.0	19863.5
129	Waveform 1	1	7.416545521	7.421786060	139.4	19790.9
129	Spectrogram 1	1	7.416545521	7.421786060	139.4	19790.9
130	Waveform 1	1	7.423691711	7.429885076	0.0	19651.6
130	Spectrogram 1	1	7.423691711	7.429885076	0.0	19651.6
131	Waveform 1	1	7.432743552	7.435125615	0.0	10592.3
131	Spectrogram 1	1	7.432743552	7.435125615	0.0	10592.3
132	Waveform 1	1	7.450847233	7.457993423	0.0	19651.6
132	Spectrogram 1	1	7.450847233	7.457993423	0.0	19651.6
133	Waveform 1	1	7.475144280	7.480384819	0.0	18745.6
133	Spectrogram 1	1	7.475144280	7.480384819	0.0	18745.6
134	Waveform 1	1	7.497535675	7.505634690	0.0	18188.2
134	Spectrogram 1	1	7.497535675	7.505634690	0.0	18188.2
135	Waveform 1	1	7.530408149	7.538983577	0.0	7038.3
135	Spectrogram 1	1	7.530408149	7.538983577	0.0	7038.3
136	Waveform 1	1	7.549464656	7.556134434	1045.3	5435.5
136	Spectrogram 1	1	7.549464656	7.556134434	1045.3	5435.5
137	Waveform 1	1	7.579478655	7.588054083	0.0	5853.7
137	Spectrogram 1	1	7.579478655	7.588054083	0.0	5853.7
139	Waveform 1	1	7.608539827	7.613303954	0.0	7108.0
139	Spectrogram 1	1	7.608539827	7.613303954	0.0	7108.0
140	Waveform 1	1	7.641412302	7.649034905	0.0	12055.7
140	Spectrogram 1	1	7.641412302	7.649034905	0.0	12055.7
141	Waveform 1	1	7.681907379	7.690959220	3275.3	10801.4
141	Spectrogram 1	1	7.681907379	7.690959220	3275.3	10801.4
142	Waveform 1	1	7.950390918	7.956584283	0.0	19790.9
142	Spectrogram 1	1	7.950390918	7.956584283	0.0	19790.9
143	Waveform 1	1	7.972305901	7.978499266	0.0	19860.6
143	Spectrogram 1	1	7.972305901	7.978499266	0.0	19860.6
144	Waveform 1	1	8.052819643	8.059489420	0.0	19372.8
144	Spectrogram 1	1	8.052819643	8.059489420	0.0	19372.8
145	Waveform 1	1	8.076640276	8.081404403	0.0	16027.9
145	Spectrogram 1	1	8.076640276	8.081404403	0.0	16027.9
146	Waveform 1	1	8.177163350	8.179545413	0.0	8432.1
146	Spectrogram 1	1	8.177163350	8.179545413	0.0	8432.1
147	Waveform 1	1	8.220040490	8.226233855	0.0	19790.9
147	Spectrogram 1	1	8.220040490	8.226233855	0.0	19790.9
148	Waveform 1	1	8.231950807	8.237667759	418.1	19930.3
148	Spectrogram 1	1	8.231950807	8.237667759	418.1	19930.3
149	Waveform 1	1	8.248148838	8.253389377	0.0	19721.3
149	Spectrogram 1	1	8.248148838	8.253389377	0.0	19721.3
150	Waveform 1	1	8.293408042	8.301507057	0.0	9268.3
150	Spectrogram 1	1	8.293408042	8.301507057	0.0	9268.3
151	Waveform 1	1	8.329964729	8.335681681	0.0	7456.4
151	Spectrogram 1	1	8.329964729	8.335681681	0.0	7456.4
152	Waveform 1	1	8.396186090	8.404285106	487.8	4738.7
152	Spectrogram 1	1	8.396186090	8.404285106	487.8	4738.7
153	Waveform 1	1	8.363790029	8.372841870	696.9	3414.6
153	Spectrogram 1	1	8.363790029	8.372841870	696.9	3414.6
154	Waveform 1	1	8.507666656	8.510525132	0.0	19512.2
154	Spectrogram 1	1	8.507666656	8.510525132	0.0	19512.2
155	Waveform 1	1	8.527675988	8.538157067	0.0	19790.9
155	Spectrogram 1	1	8.527675988	8.538157067	0.0	19790.9
156	Waveform 1	1	8.600090714	8.603902015	0.0	19581.9
156	Spectrogram 1	1	8.600090714	8.603902015	0.0	19581.9
157	Waveform 1	1	8.624864173	8.631533950	0.0	19303.1
157	Spectrogram 1	1	8.624864173	8.631533950	0.0	19303.1
158	Waveform 1	1	8.729521988	8.735238940	975.6	7038.3
158	Spectrogram 1	1	8.729521988	8.735238940	975.6	7038.3
159	Waveform 1	1	8.768111414	8.779545318	975.6	12682.9
159	Spectrogram 1	1	8.768111414	8.779545318	975.6	12682.9
160	Waveform 1	1	8.792884873	8.797649000	766.6	12613.2
160	Spectrogram 1	1	8.792884873	8.797649000	766.6	12613.2
161	Waveform 1	1	8.848148743	8.855294933	0.0	19651.6
161	Spectrogram 1	1	8.848148743	8.855294933	0.0	19651.6
162	Waveform 1	1	8.864823186	8.870063726	0.0	19581.9
162	Spectrogram 1	1	8.864823186	8.870063726	0.0	19581.9
163	Waveform 1	1	8.979162228	8.986784830	418.1	18397.2
163	Spectrogram 1	1	8.979162228	8.986784830	418.1	18397.2
164	Waveform 1	1	9.008223401	9.020610130	696.9	17421.6
164	Spectrogram 1	1	9.008223401	9.020610130	696.9	17421.6
165	Waveform 1	1	9.036331748	9.040619462	0.0	19233.4
165	Spectrogram 1	1	9.036331748	9.040619462	0.0	19233.4
166	Waveform 1	1	9.050624128	9.054911842	0.0	9477.4
166	Spectrogram 1	1	9.050624128	9.054911842	0.0	9477.4
167	Waveform 1	1	9.057770318	9.066345746	0.0	19094.1
167	Spectrogram 1	1	9.057770318	9.066345746	0.0	19094.1
168	Waveform 1	1	9.086831491	9.089689967	0.0	8223.0
168	Spectrogram 1	1	9.086831491	9.089689967	0.0	8223.0
169	Waveform 1	1	9.153529265	9.158769805	0.0	19512.2
169	Spectrogram 1	1	9.153529265	9.158769805	0.0	19512.2
170	Waveform 1	1	9.178779137	9.184972502	0.0	19442.5
170	Spectrogram 1	1	9.178779137	9.184972502	0.0	19442.5
171	Waveform 1	1	9.258362936	9.264556300	2439.0	7108.0
171	Spectrogram 1	1	9.258362936	9.264556300	2439.0	7108.0
172	Waveform 1	1	9.306004203	9.311244742	0.0	19721.3
172	Spectrogram 1	1	9.306004203	9.311244742	0.0	19721.3
173	Waveform 1	1	9.320296583	9.326489948	0.0	17839.7
173	Spectrogram 1	1	9.320296583	9.326489948	0.0	17839.7
174	Waveform 1	1	9.422248895	9.427489434	0.0	18745.6
174	Spectrogram 1	1	9.422248895	9.427489434	0.0	18745.6
175	Waveform 1	1	9.440352576	9.447975179	0.0	18745.6
175	Spectrogram 1	1	9.440352576	9.447975179	0.0	18745.6
176	Waveform 1	1	9.545163364	9.551833141	0.0	19581.9
176	Spectrogram 1	1	9.545163364	9.551833141	0.0	19581.9
177	Waveform 1	1	9.566125521	9.572318886	0.0	19303.1
177	Spectrogram 1	1	9.566125521	9.572318886	0.0	19303.1
178	Waveform 1	1	9.624247867	9.631870470	0.0	18048.8
178	Spectrogram 1	1	9.624247867	9.631870470	0.0	18048.8
179	Waveform 1	1	9.651879802	9.658549580	0.0	18606.3
179	Spectrogram 1	1	9.651879802	9.658549580	0.0	18606.3
180	Waveform 1	1	9.665695770	9.670459896	0.0	19233.4
180	Spectrogram 1	1	9.665695770	9.670459896	0.0	19233.4
181	Waveform 1	1	9.690469229	9.700950307	0.0	16724.7
181	Spectrogram 1	1	9.690469229	9.700950307	0.0	16724.7
182	Waveform 1	1	9.731880395	9.735691696	2090.6	9128.9
182	Spectrogram 1	1	9.731880395	9.735691696	2090.6	9128.9
183	Waveform 1	1	9.766658520	9.775233948	557.5	8850.2
183	Spectrogram 1	1	9.766658520	9.775233948	557.5	8850.2
184	Waveform 1	1	9.806200771	9.811441311	0.0	19860.6
184	Spectrogram 1	1	9.806200771	9.811441311	0.0	19860.6
185	Waveform 1	1	9.820969564	9.826686516	0.0	19721.3
185	Spectrogram 1	1	9.820969564	9.826686516	0.0	19721.3
186	Waveform 1	1	9.939596319	9.946742509	1393.7	10801.4
186	Spectrogram 1	1	9.939596319	9.946742509	1393.7	10801.4
187	Waveform 1	1	9.971992381	9.979614984	2020.9	10034.8
187	Spectrogram 1	1	9.971992381	9.979614984	2020.9	10034.8
188	Waveform 1	1	10.067274915	10.074421105	0.0	19372.8
188	Spectrogram 1	1	10.067274915	10.074421105	0.0	19372.8
189	Waveform 1	1	10.086807835	10.096812501	0.0	19163.8
189	Spectrogram 1	1	10.086807835	10.096812501	0.0	19163.8
190	Waveform 1	1	10.120156722	10.126350086	0.0	14982.6
190	Spectrogram 1	1	10.120156722	10.126350086	0.0	14982.6
191	Waveform 1	1	10.136831165	10.143500943	0.0	15540.1
191	Spectrogram 1	1	10.136831165	10.143500943	0.0	15540.1
192	Waveform 1	1	10.150170720	10.154934847	0.0	19581.9
192	Spectrogram 1	1	10.150170720	10.154934847	0.0	19581.9
193	Waveform 1	1	10.172562116	10.178279068	0.0	19372.8
193	Spectrogram 1	1	10.172562116	10.178279068	0.0	19372.8
194	Waveform 1	1	10.248311730	10.253075857	0.0	19651.6
194	Spectrogram 1	1	10.248311730	10.253075857	0.0	19651.6
195	Waveform 1	1	10.275847310	10.280135024	0.0	18815.3
195	Spectrogram 1	1	10.275847310	10.280135024	0.0	18815.3
196	Waveform 1	1	10.291092516	10.297285880	0.0	7944.3
196	Spectrogram 1	1	10.291092516	10.297285880	0.0	7944.3
197	Waveform 1	1	10.335398894	10.340163021	0.0	19860.6
197	Spectrogram 1	1	10.335398894	10.340163021	0.0	19860.6
198	Waveform 1	1	10.350644100	10.356361052	0.0	19651.6
198	Spectrogram 1	1	10.350644100	10.356361052	0.0	19651.6
199	Waveform 1	1	10.436398380	10.443544570	0.0	7038.3
199	Spectrogram 1	1	10.436398380	10.443544570	0.0	7038.3
200	Waveform 1	1	10.464983141	10.475940632	0.0	8153.3
200	Spectrogram 1	1	10.464983141	10.475940632	0.0	8153.3
201	Waveform 1	1	10.499284853	10.504525392	1045.3	8153.3
201	Spectrogram 1	1	10.499284853	10.504525392	1045.3	8153.3
202	Waveform 1	1	10.587897610	10.593614562	0.0	19581.9
202	Spectrogram 1	1	10.587897610	10.593614562	0.0	19581.9
203	Waveform 1	1	10.607430529	10.615053132	0.0	19651.6
203	Spectrogram 1	1	10.607430529	10.615053132	0.0	19651.6
204	Waveform 1	1	10.620770084	10.626010623	0.0	19715.3
204	Spectrogram 1	1	10.620770084	10.626010623	0.0	19715.3
205	Waveform 1	1	10.646019956	10.651736908	0.0	19359.4
205	Spectrogram 1	1	10.646019956	10.651736908	0.0	19359.4
206	Waveform 1	1	10.677939605	10.684132969	0.0	18149.5
206	Spectrogram 1	1	10.677939605	10.684132969	0.0	18149.5
207	Waveform 1	1	10.694614048	10.702236651	0.0	16868.3
207	Spectrogram 1	1	10.694614048	10.702236651	0.0	16868.3
208	Waveform 1	1	10.809429502	10.817528517	2277.6	9039.1
208	Spectrogram 1	1	10.809429502	10.817528517	2277.6	9039.1
209	Waveform 1	1	10.854144824	10.862720252	2348.8	10177.9
209	Spectrogram 1	1	10.854144824	10.862720252	2348.8	10177.9
210	Waveform 1	1	10.892734250	10.897498377	71.2	19644.1
210	Spectrogram 1	1	10.892734250	10.897498377	71.2	19644.1
211	Waveform 1	1	10.907979456	10.914172820	0.0	19715.3
211	Spectrogram 1	1	10.907979456	10.914172820	0.0	19715.3
